distance,rounds,p,decoder,alpha,shots,errors,ler,ler_std,decode_seconds,us_per_shot,is_best,best_at_endpoint
9,9,0.0004,cm,0.1,20000000000,98,4.9e-09,4.949747456178952e-10,121840.771,6.092,0,0
9,9,0.0004,cm,0.2,20000000000,83,4.15e-09,4.5552167801200745e-10,121902.876,6.0951,0,0
9,9,0.0004,cm,0.3,20000000000,81,4.05e-09,4.4999999908874997e-10,122074.2866,6.1037,0,0
9,9,0.0004,cm,0.4,20000000000,78,3.9e-09,4.4158804245529563e-10,122178.2268,6.1089,0,0
9,9,0.0004,cm,0.5,20000000000,76,3.8e-09,4.3588989352587655e-10,122635.2221,6.1318,1,0
9,9,0.0004,cm,0.6,20000000000,84,4.2e-09,4.582575685332431e-10,122694.7147,6.1347,0,0
9,9,0.0004,cm,0.7,20000000000,90,4.5e-09,4.743416479579882e-10,122864.9577,6.1432,0,0
9,9,0.0004,cm,0.8,20000000000,93,4.65e-09,4.821825369285734e-10,122923.3692,6.1462,0,0
9,9,0.0004,cm,0.9,20000000000,101,5.05e-09,5.024937797872477e-10,122919.4919,6.146,0,0
9,9,0.0004,cm,1.0,20000000000,107,5.35e-09,5.172040202559093e-10,85593.5983,4.2797,0,0
9,9,0.0004,mwpm,,20000000000,408,2.04e-08,1.0099504835347128e-09,32691.4312,1.6346,0,0
