distance,rounds,p,decoder,alpha,shots,errors,ler,ler_std,decode_seconds,us_per_shot,is_best,best_at_endpoint
7,7,0.0002,cm,0.1,20000000000,188,9.4e-09,6.855654568179467e-10,19444.1781,0.9722,0,0
7,7,0.0002,cm,0.2,20000000000,174,8.7e-09,6.595452950446239e-10,19456.4361,0.9728,1,0
7,7,0.0002,cm,0.3,20000000000,176,8.8e-09,6.633249551524502e-10,19459.2746,0.973,0,0
7,7,0.0002,cm,0.4,20000000000,186,9.3e-09,6.819090816784156e-10,19476.108,0.9738,0,0
7,7,0.0002,cm,0.5,20000000000,195,9.75e-09,6.982119987846635e-10,19549.9353,0.9775,0,0
7,7,0.0002,cm,0.6,20000000000,214,1.07e-08,7.31436938003202e-10,19560.8333,0.978,0,0
7,7,0.0002,cm,0.7,20000000000,225,1.125e-08,7.4999999578125e-10,19596.353,0.9798,0,0
7,7,0.0002,cm,0.8,20000000000,242,1.21e-08,7.778174545994066e-10,19606.7957,0.9803,0,0
7,7,0.0002,cm,0.9,20000000000,256,1.28e-08,7.9999999488e-10,19609.1222,0.9805,0,0
7,7,0.0002,cm,1.0,20000000000,275,1.375e-08,8.291561918884011e-10,13890.0548,0.6945,0,0
7,7,0.0002,mwpm,,20000000000,520,2.6e-08,1.1401754102768573e-09,6942.808,0.3471,0,0
