distance,rounds,p,decoder,alpha,shots,errors,ler,ler_std,decode_seconds,us_per_shot,is_best,best_at_endpoint
9,9,0.002,cm,0.1,28000000,888,3.1714285714285715e-05,1.0642448684121953e-06,841.0059,30.0359,0,0
9,9,0.002,cm,0.2,28000000,663,2.367857142857143e-05,9.195886260758613e-07,852.6098,30.4503,0,0
9,9,0.002,cm,0.3,28000000,572,2.0428571428571428e-05,8.541527569561216e-07,856.0661,30.5738,0,0
9,9,0.002,cm,0.4,28000000,544,1.9428571428571427e-05,8.329850358624971e-07,858.2037,30.6501,0,0
9,9,0.002,cm,0.5,28000000,526,1.8785714285714286e-05,8.190883735386437e-07,860.4723,30.7312,0,0
9,9,0.002,cm,0.6,28000000,517,1.8464285714285714e-05,8.120508601339216e-07,861.7735,30.7776,0,0
9,9,0.002,cm,0.7,28000000,515,1.8392857142857142e-05,8.104786690958636e-07,863.6101,30.8432,1,0
9,9,0.002,cm,0.8,28000000,519,1.8535714285714287e-05,8.136200129450174e-07,865.0731,30.8955,0,0
9,9,0.002,cm,0.9,28000000,520,1.8571428571428572e-05,8.144034555048207e-07,865.6987,30.9178,0,0
9,9,0.002,cm,1.0,28000000,522,1.8642857142857144e-05,8.159680838194306e-07,605.3159,21.6184,0,0
9,9,0.002,mwpm,,28000000,1939,6.925e-05,1.5725911787953664e-06,213.0399,7.6086,0,0
