distance,rounds,p,decoder,alpha,shots,errors,ler,ler_std,decode_seconds,us_per_shot,is_best,best_at_endpoint
9,9,0.0007,cm,0.1,7640000000,685,8.965968586387435e-08,3.425720351216689e-09,80473.3511,10.5332,0,0
9,9,0.0007,cm,0.2,7640000000,563,7.369109947643979e-08,3.105709445176975e-09,80762.5286,10.571,0,0
9,9,0.0007,cm,0.3,7640000000,505,6.609947643979058e-08,2.9413879988931576e-09,80914.5341,10.5909,0,0
9,9,0.0007,cm,0.4,7640000000,500,6.544502617801048e-08,2.92679045069375e-09,80999.8558,10.6021,1,0
9,9,0.0007,cm,0.5,7640000000,502,6.570680628272252e-08,2.9326381893083582e-09,81224.3746,10.6315,0,0
9,9,0.0007,cm,0.6,7640000000,500,6.544502617801048e-08,2.92679045069375e-09,81305.4478,10.6421,0,0
9,9,0.0007,cm,0.7,7640000000,513,6.714659685863874e-08,2.9645945740044114e-09,81448.3688,10.6608,0,0
9,9,0.0007,cm,0.8,7640000000,532,6.963350785340314e-08,3.0189953385194753e-09,81511.9796,10.6691,0,0
9,9,0.0007,cm,0.9,7640000000,551,7.212041884816754e-08,3.072433029077966e-09,81642.4047,10.6862,0,0
9,9,0.0007,cm,1.0,7640000000,572,7.486910994764398e-08,3.1304346323165496e-09,56293.5464,7.3683,0,0
9,9,0.0007,mwpm,,7640000000,2528,3.3089005235602097e-07,6.581048696525985e-09,19601.6478,2.5657,0,0
