distance,rounds,p,decoder,alpha,shots,errors,ler,ler_std,decode_seconds,us_per_shot,is_best,best_at_endpoint
3,3,0.01,cm,0.05,1000000,58257,0.058257,0.00023422878121827814,2.1551,2.1551,0,1
3,3,0.01,cm,0.1,1000000,58113,0.058113,0.00023395700295353417,2.1756,2.1756,0,1
3,3,0.01,cm,0.2,1000000,57326,0.057326,0.00023246446980990448,2.2019,2.2019,0,1
3,3,0.01,cm,0.3,1000000,56864,0.056864,0.00023158256735773526,2.2315,2.2315,0,1
3,3,0.01,cm,0.4,1000000,56167,0.056167,0.00023024393175716923,2.2571,2.2571,0,1
3,3,0.01,cm,0.5,1000000,55806,0.055806,0.00022954670628000742,2.2741,2.2741,0,1
3,3,0.01,cm,0.6,1000000,55507,0.055507,0.0002289671874985584,2.296,2.296,0,1
3,3,0.01,cm,0.7,1000000,55523,0.055523,0.00022899824556314838,2.3121,2.3121,0,1
3,3,0.01,cm,0.8,1000000,55500,0.0555,0.00022895359791887964,2.3178,2.3178,0,1
3,3,0.01,cm,0.9,1000000,55452,0.055452,0.00022886038472396222,2.334,2.334,1,1
3,3,0.01,cm,1.0,1000000,55521,0.055521,0.00022899436359657415,1.8473,1.8473,0,1
3,3,0.01,mwpm,,1000000,58261,0.058261,0.00023423632484949894,0.6504,0.6504,0,1
