distance,rounds,p,decoder,alpha,shots,errors,ler,ler_std,decode_seconds,us_per_shot,is_best,best_at_endpoint
7,7,0.007,cm,0.1,1000000,29004,0.029004,0.00016781766290828866,34.0052,34.0052,0,1
7,7,0.007,cm,0.2,1000000,25409,0.025409,0.00015736385455052885,35.4746,35.4746,0,1
7,7,0.007,cm,0.3,1000000,23861,0.023861,0.00015261603021635704,36.2074,36.2074,0,1
7,7,0.007,cm,0.4,1000000,22920,0.02292,0.00014964850015954052,36.4709,36.4709,0,1
7,7,0.007,cm,0.5,1000000,22260,0.02226,0.0001475279376931705,36.8274,36.8274,0,1
7,7,0.007,cm,0.6,1000000,21756,0.021756,0.00014588583366454745,37.0462,37.0462,0,1
7,7,0.007,cm,0.7,1000000,21539,0.021539,0.00014517255759612422,37.2707,37.2707,0,1
7,7,0.007,cm,0.8,1000000,21448,0.021448,0.00014487229996103465,37.3983,37.3983,0,1
7,7,0.007,cm,0.9,1000000,21340,0.02134,0.00014451506634257898,37.5574,37.5574,1,1
7,7,0.007,cm,1.0,1000000,21360,0.02136,0.0001445812933957917,29.2443,29.2443,0,1
7,7,0.007,mwpm,,1000000,32472,0.032472,0.00017725001894499195,11.5148,11.5148,0,1
