distance,rounds,p,decoder,alpha,shots,errors,ler,ler_std,decode_seconds,us_per_shot,is_best,best_at_endpoint
3,3,0.0004,cm,0.1,5000000,561,0.0001122,4.7368219548553855e-06,0.4237,0.0847,0,0
3,3,0.0004,cm,0.2,5000000,559,0.0001118,4.728371828864562e-06,0.4218,0.0844,0,0
3,3,0.0004,cm,0.3,5000000,555,0.000111,4.711426089837343e-06,0.422,0.0844,0,0
3,3,0.0004,cm,0.4,5000000,550,0.00011,4.690157779861996e-06,0.4224,0.0845,1,0
3,3,0.0004,cm,0.5,5000000,551,0.0001102,4.694419153846405e-06,0.4229,0.0846,0,0
3,3,0.0004,cm,0.6,5000000,574,0.0001148,4.7913843711395145e-06,0.4229,0.0846,0,0
3,3,0.0004,cm,0.7,5000000,573,0.0001146,4.787209350759584e-06,0.4231,0.0846,0,0
3,3,0.0004,cm,0.8,5000000,574,0.0001148,4.7913843711395145e-06,0.4239,0.0848,0,0
3,3,0.0004,cm,0.9,5000000,576,0.0001152,4.799723512036917e-06,0.4234,0.0847,0,0
3,3,0.0004,cm,1.0,5000000,584,0.0001168,4.832936121241414e-06,0.3396,0.0679,0,0
3,3,0.0004,mwpm,,5000000,637,0.0001274,5.04745023234504e-06,0.1665,0.0333,0,0
