distance,rounds,p,decoder,alpha,shots,errors,ler,ler_std,decode_seconds,us_per_shot,is_best,best_at_endpoint
7,7,0.0001,cm,0.1,20000000000,12,6e-10,1.732050807049262e-10,11684.4077,0.5842,0,0
7,7,0.0001,cm,0.2,20000000000,12,6e-10,1.732050807049262e-10,11701.2689,0.5851,0,0
7,7,0.0001,cm,0.3,20000000000,11,5.5e-10,1.6583123947216639e-10,11704.9193,0.5852,1,0
7,7,0.0001,cm,0.4,20000000000,14,7e-10,1.8708286927321805e-10,11712.4934,0.5856,0,0
7,7,0.0001,cm,0.5,20000000000,15,7.5e-10,1.936491672377524e-10,11748.302,0.5874,0,0
7,7,0.0001,cm,0.6,20000000000,17,8.5e-10,2.0615528119326703e-10,11751.6236,0.5876,0,0
7,7,0.0001,cm,0.7,20000000000,20,1e-09,2.2360679763817558e-10,11764.4426,0.5882,0,0
7,7,0.0001,cm,0.8,20000000000,23,1.15e-09,2.397915760277558e-10,11772.9347,0.5886,0,0
7,7,0.0001,cm,0.9,20000000000,24,1.2e-09,2.4494897413134843e-10,11775.2098,0.5888,0,0
7,7,0.0001,cm,1.0,20000000000,24,1.2e-09,2.4494897413134843e-10,8902.1918,0.4451,0,0
7,7,0.0001,mwpm,,20000000000,31,1.55e-09,2.7838821792575025e-10,5413.9258,0.2707,0,0
