distance,rounds,p,decoder,alpha,shots,errors,ler,ler_std,decode_seconds,us_per_shot,is_best,best_at_endpoint
3,3,0.001,cm,0.05,3000000,2215,0.0007383333333333334,1.5682136304536895e-05,0.6925,0.2308,0,0
3,3,0.001,cm,0.1,3000000,2167,0.0007223333333333333,1.5511410508492224e-05,0.7019,0.234,0,0
3,3,0.001,cm,0.2,3000000,2105,0.0007016666666666666,1.528805994401683e-05,0.6992,0.2331,0,0
3,3,0.001,cm,0.3,3000000,2082,0.000694,1.520436739887589e-05,0.6973,0.2324,0,0
3,3,0.001,cm,0.4,3000000,2073,0.000691,1.5171492115148068e-05,0.6968,0.2323,0,0
3,3,0.001,cm,0.5,3000000,2047,0.0006823333333333333,1.50761152661592e-05,0.6996,0.2332,1,0
3,3,0.001,cm,0.6,3000000,2047,0.0006823333333333333,1.50761152661592e-05,0.6962,0.2321,0,0
3,3,0.001,cm,0.7,3000000,2050,0.0006833333333333333,1.5087151143593333e-05,0.7152,0.2384,0,0
3,3,0.001,cm,0.8,3000000,2101,0.0007003333333333333,1.5273537753857764e-05,0.8061,0.2687,0,0
3,3,0.001,cm,0.9,3000000,2105,0.0007016666666666666,1.528805994401683e-05,0.8064,0.2688,0,0
3,3,0.001,cm,1.0,3000000,2128,0.0007093333333333333,1.5371295538064398e-05,0.6126,0.2042,0,0
3,3,0.001,mwpm,,3000000,2382,0.000794,1.626211921409179e-05,0.2188,0.0729,0,0
