distance,rounds,p,decoder,alpha,shots,errors,ler,ler_std,decode_seconds,us_per_shot,is_best,best_at_endpoint
9,9,0.001,cm,0.1,1189000000,762,6.408746846089151e-07,2.3216432832816958e-08,17524.9531,14.7392,0,0
9,9,0.001,cm,0.2,1189000000,586,4.928511354079058e-07,2.0359487727912782e-08,17615.5371,14.8154,0,0
9,9,0.001,cm,0.3,1189000000,528,4.4407064760302774e-07,1.932569006237867e-08,17649.6782,14.8441,0,0
9,9,0.001,cm,0.4,1189000000,510,4.289318755256518e-07,1.899341861896478e-08,17669.8848,14.8611,0,0
9,9,0.001,cm,0.5,1189000000,500,4.205214465937763e-07,1.88062868573799e-08,17715.0494,14.8991,1,0
9,9,0.001,cm,0.6,1189000000,508,4.272497897392767e-07,1.8956140054085932e-08,17720.8175,14.904,0,0
9,9,0.001,cm,0.7,1189000000,509,4.2809083263246427e-07,1.897478849139759e-08,17749.8351,14.9284,0,0
9,9,0.001,cm,0.8,1189000000,518,4.3566021867115224e-07,1.9141806892979377e-08,17775.1315,14.9496,0,0
9,9,0.001,cm,0.9,1189000000,541,4.5500420521446593e-07,1.9562154253710246e-08,17789.5401,14.9618,0,0
9,9,0.001,cm,1.0,1189000000,555,4.667788057190917e-07,1.9813652212354144e-08,12239.394,10.2939,0,0
9,9,0.001,mwpm,,1189000000,2464,2.0723296888141297e-06,4.174822804883644e-08,4465.5585,3.7557,0,0
