distance,rounds,p,decoder,alpha,shots,errors,ler,ler_std,decode_seconds,us_per_shot,is_best,best_at_endpoint
9,9,0.004,cm,0.1,1000000,1413,0.001413,3.756332561155894e-05,65.3906,65.3906,0,0
9,9,0.004,cm,0.2,1000000,1086,0.001086,3.293661494446568e-05,66.116,66.116,0,0
9,9,0.004,cm,0.3,1000000,974,0.000974,3.119377059606613e-05,66.5477,66.5477,0,0
9,9,0.004,cm,0.4,1000000,881,0.000881,2.9668566514073443e-05,66.7681,66.7681,0,0
9,9,0.004,cm,0.5,1000000,829,0.000829,2.8780423190078353e-05,66.8459,66.8459,0,0
9,9,0.004,cm,0.6,1000000,834,0.000834,2.8867013077213235e-05,67.1654,67.1654,0,0
9,9,0.004,cm,0.7,1000000,829,0.000829,2.8780423190078353e-05,67.2611,67.2611,0,0
9,9,0.004,cm,0.8,1000000,819,0.000819,2.8606454498941317e-05,67.4876,67.4876,1,0
9,9,0.004,cm,0.9,1000000,833,0.000833,2.884971596047351e-05,67.4992,67.4992,0,0
9,9,0.004,cm,1.0,1000000,831,0.000831,2.8815090473569572e-05,49.1695,49.1695,0,0
9,9,0.004,mwpm,,1000000,2225,0.002225,4.71173999176525e-05,17.8279,17.8279,0,0
