distance,rounds,p,decoder,alpha,shots,errors,ler,ler_std,decode_seconds,us_per_shot,is_best,best_at_endpoint
3,3,0.0001,cm,0.05,293000000,2014,6.873720136518771e-06,1.5316538261535262e-07,22.0551,0.0753,0,0
3,3,0.0001,cm,0.1,293000000,2008,6.853242320819112e-06,1.5293706298708423e-07,22.054,0.0753,0,0
3,3,0.0001,cm,0.2,293000000,2001,6.829351535836178e-06,1.5267025851643026e-07,22.059,0.0753,1,0
3,3,0.0001,cm,0.3,293000000,2091,7.136518771331058e-06,1.560658371774355e-07,22.0759,0.0753,0,0
3,3,0.0001,cm,0.4,293000000,2079,7.095563139931741e-06,1.5561737438768072e-07,22.0818,0.0754,0,0
3,3,0.0001,cm,0.5,293000000,2087,7.122866894197952e-06,1.559164929087787e-07,22.0935,0.0754,0,0
3,3,0.0001,cm,0.6,293000000,2094,7.1467576791808875e-06,1.561777516573643e-07,22.1023,0.0754,0,0
3,3,0.0001,cm,0.7,293000000,2094,7.1467576791808875e-06,1.561777516573643e-07,22.118,0.0755,0,0
3,3,0.0001,cm,0.8,293000000,2141,7.307167235494881e-06,1.5792072406134984e-07,22.173,0.0757,0,0
3,3,0.0001,cm,0.9,293000000,2179,7.4368600682593855e-06,1.5931599485389315e-07,22.2037,0.0758,0,0
3,3,0.0001,cm,1.0,293000000,2242,7.651877133105802e-06,1.6160266638013036e-07,20.4963,0.07,0,0
3,3,0.0001,mwpm,,293000000,2342,7.993174061433447e-06,1.6516730757056244e-07,11.0293,0.0376,0,0
