distance,rounds,p,decoder,alpha,shots,errors,ler,ler_std,decode_seconds,us_per_shot,is_best,best_at_endpoint
5,5,0.002,cm,0.1,1000000,756,0.000756,2.7485058922985776e-05,2.6865,2.6865,0,0
5,5,0.002,cm,0.2,1000000,687,0.000687,2.6201679927058112e-05,2.6317,2.6317,0,0
5,5,0.002,cm,0.3,1000000,644,0.000644,2.5368982320936723e-05,2.7091,2.7091,0,0
5,5,0.002,cm,0.4,1000000,622,0.000622,2.493217030264313e-05,2.6923,2.6923,0,0
5,5,0.002,cm,0.5,1000000,605,0.000605,2.4589306110583924e-05,2.9933,2.9933,1,0
5,5,0.002,cm,0.6,1000000,607,0.000607,2.462989141267172e-05,3.1021,3.1021,0,0
5,5,0.002,cm,0.7,1000000,607,0.000607,2.462989141267172e-05,3.1932,3.1932,0,0
5,5,0.002,cm,0.8,1000000,607,0.000607,2.462989141267172e-05,2.9606,2.9606,0,0
5,5,0.002,cm,0.9,1000000,608,0.000608,2.4650158944720822e-05,2.7077,2.7077,0,0
5,5,0.002,cm,1.0,1000000,616,0.000616,2.4811701755421778e-05,1.9379,1.9379,0,0
5,5,0.002,mwpm,,1000000,990,0.00099,3.144868677703411e-05,0.782,0.782,0,0
