distance,rounds,p,decoder,alpha,shots,errors,ler,ler_std,decode_seconds,us_per_shot,is_best,best_at_endpoint
3,3,0.004,cm,0.05,1000000,11132,0.011132,0.00010491939084840322,0.8957,0.8957,0,0
3,3,0.004,cm,0.1,1000000,10861,0.010861,0.00010364863085926413,0.908,0.908,0,0
3,3,0.004,cm,0.2,1000000,10562,0.010562,0.00010222741391622895,0.9211,0.9211,0,0
3,3,0.004,cm,0.3,1000000,10392,0.010392,0.0001014100899121976,0.9308,0.9308,0,0
3,3,0.004,cm,0.4,1000000,10259,0.010259,0.00010076583210096566,0.9379,0.9379,0,0
3,3,0.004,cm,0.5,1000000,10142,0.010142,0.00010019550806298654,0.9466,0.9466,0,0
3,3,0.004,cm,0.6,1000000,10110,0.01011,0.00010003893192152744,0.9526,0.9526,0,0
3,3,0.004,cm,0.7,1000000,10050,0.01005,9.974466151128089e-05,0.9547,0.9547,0,0
3,3,0.004,cm,0.8,1000000,9997,0.009997,9.948396851251965e-05,0.9533,0.9533,1,0
3,3,0.004,cm,0.9,1000000,9998,0.009998,9.948889383242735e-05,0.9585,0.9585,0,0
3,3,0.004,cm,1.0,1000000,10063,0.010063,9.98084967875982e-05,0.7321,0.7321,0,0
3,3,0.004,mwpm,,1000000,11237,0.011237,0.0001054074467530639,0.2533,0.2533,0,0
