distance,rounds,p,decoder,alpha,shots,errors,ler,ler_std,decode_seconds,us_per_shot,is_best,best_at_endpoint
3,3,0.0007,cm,0.05,7000000,2527,0.000361,7.18002864100933e-06,1.41,0.2014,0,0
3,3,0.0007,cm,0.1,7000000,2450,0.00035,7.069830266703721e-06,1.4311,0.2044,0,0
3,3,0.0007,cm,0.2,7000000,2391,0.00034157142857142855,6.9842144208065196e-06,1.4176,0.2025,0,0
3,3,0.0007,cm,0.3,7000000,2365,0.00033785714285714284,6.946149965558137e-06,1.4212,0.203,0,0
3,3,0.0007,cm,0.4,7000000,2347,0.0003352857142857143,6.919674824889949e-06,1.4196,0.2028,0,0
3,3,0.0007,cm,0.5,7000000,2335,0.00033357142857142857,6.901968235567398e-06,1.4218,0.2031,0,0
3,3,0.0007,cm,0.6,7000000,2329,0.00033271428571428574,6.89309786171612e-06,1.4206,0.2029,1,0
3,3,0.0007,cm,0.7,7000000,2395,0.00034214285714285716,6.9900520681502725e-06,1.4226,0.2032,0,0
3,3,0.0007,cm,0.8,7000000,2431,0.0003472857142857143,7.042372844010212e-06,1.4251,0.2036,0,0
3,3,0.0007,cm,0.9,7000000,2437,0.00034814285714285714,7.051055176292791e-06,1.427,0.2039,0,0
3,3,0.0007,cm,1.0,7000000,2447,0.0003495714285714286,7.0655019879063e-06,1.1239,0.1606,0,0
3,3,0.0007,mwpm,,7000000,2741,0.00039157142857142857,7.477758453170644e-06,0.4785,0.0684,0,0
