distance,rounds,p,decoder,alpha,shots,errors,ler,ler_std,decode_seconds,us_per_shot,is_best,best_at_endpoint
7,7,0.004,cm,0.1,1000000,3100,0.0031,5.5591276294037356e-05,18.0464,18.0464,0,1
7,7,0.004,cm,0.2,1000000,2681,0.002681,5.170891837004522e-05,18.3454,18.3454,0,1
7,7,0.004,cm,0.3,1000000,2449,0.002449,4.9426737693276904e-05,18.5098,18.5098,0,1
7,7,0.004,cm,0.4,1000000,2296,0.002296,4.7861554341663414e-05,18.6708,18.6708,0,1
7,7,0.004,cm,0.5,1000000,2243,0.002243,4.730717652745723e-05,18.7838,18.7838,0,1
7,7,0.004,cm,0.6,1000000,2192,0.002192,4.676745808786276e-05,18.8684,18.8684,0,1
7,7,0.004,cm,0.7,1000000,2135,0.002135,4.615670888397482e-05,18.9356,18.9356,0,1
7,7,0.004,cm,0.8,1000000,2110,0.00211,4.5886249574355066e-05,19.0073,19.0073,0,1
7,7,0.004,cm,0.9,1000000,2103,0.002103,4.581023238316959e-05,19.0613,19.0613,1,1
7,7,0.004,cm,1.0,1000000,2109,0.002109,4.587539775304406e-05,14.1124,14.1124,0,1
7,7,0.004,mwpm,,1000000,4232,0.004232,6.491602403105106e-05,5.3347,5.3347,0,1
