distance,rounds,p,decoder,alpha,shots,errors,ler,ler_std,decode_seconds,us_per_shot,is_best,best_at_endpoint
5,5,0.007,cm,0.1,1000000,31952,0.031952,0.0001758723107711956,9.2257,9.2257,0,0
5,5,0.007,cm,0.2,1000000,29708,0.029708,0.0001697805487563284,9.6651,9.6651,0,0
5,5,0.007,cm,0.3,1000000,28504,0.028504,0.00016640769809116407,9.9146,9.9146,0,0
5,5,0.007,cm,0.4,1000000,27726,0.027726,0.00016418668924124148,10.0218,10.0218,0,0
5,5,0.007,cm,0.5,1000000,27134,0.027134,0.00016247383187455142,10.155,10.155,0,0
5,5,0.007,cm,0.6,1000000,26731,0.026731,0.0001612961674653183,10.1996,10.1996,0,0
5,5,0.007,cm,0.7,1000000,26523,0.026523,0.00016068456824163297,10.2602,10.2602,0,0
5,5,0.007,cm,0.8,1000000,26432,0.026432,0.00016041617554349064,10.3164,10.3164,0,0
5,5,0.007,cm,0.9,1000000,26353,0.026353,0.0001601827687081229,10.3535,10.3535,0,0
5,5,0.007,cm,1.0,1000000,26348,0.026348,0.0001601679833674633,8.1009,8.1009,1,0
5,5,0.007,mwpm,,1000000,33995,0.033995,0.00018121627955291434,3.2018,3.2018,0,0
