distance,rounds,p,decoder,alpha,shots,errors,ler,ler_std,decode_seconds,us_per_shot,is_best,best_at_endpoint
5,5,0.0002,cm,0.1,891000000,507,5.69023569023569e-07,2.5271216713960982e-08,277.0301,0.3109,0,0
5,5,0.0002,cm,0.2,891000000,500,5.611672278338944e-07,2.5096154322061363e-08,277.2193,0.3111,1,0
5,5,0.0002,cm,0.3,891000000,519,5.824915824915824e-07,2.5568535201741023e-08,277.3547,0.3113,0,0
5,5,0.0002,cm,0.4,891000000,521,5.847362514029181e-07,2.5617752803141555e-08,277.6363,0.3116,0,0
5,5,0.0002,cm,0.5,891000000,551,6.184062850729518e-07,2.6344985331721863e-08,278.4937,0.3126,0,0
5,5,0.0002,cm,0.6,891000000,579,6.498316498316498e-07,2.7006072966071825e-08,278.7315,0.3128,0,0
5,5,0.0002,cm,0.7,891000000,603,6.767676767676767e-07,2.7560101017107378e-08,279.2961,0.3135,0,0
5,5,0.0002,cm,0.8,891000000,632,7.093153759820427e-07,2.821504070033161e-08,279.5665,0.3138,0,0
5,5,0.0002,cm,0.9,891000000,681,7.643097643097643e-07,2.9288402613572356e-08,279.7066,0.3139,0,0
5,5,0.0002,cm,1.0,891000000,760,8.529741863075196e-07,3.094061251037056e-08,210.4918,0.2362,0,0
5,5,0.0002,mwpm,,891000000,900,1.01010101010101e-06,3.367001666496187e-08,110.2509,0.1237,0,0
