dem,s,p_med,n_shots,mwpm_err,cm_err_a0.1,cm_err_a0.2,cm_err_a0.3,cm_err_a0.4,cm_err_a0.5,cm_err_a0.6,cm_err_a0.7,cm_err_a0.8,cm_err_a0.9,cm_err_a1.0,mwpm_ler_ratio,cm_ler_ratio_a0.1,cm_ler_ratio_a0.2,cm_ler_ratio_a0.3,cm_ler_ratio_a0.4,cm_ler_ratio_a0.5,cm_ler_ratio_a0.6,cm_ler_ratio_a0.7,cm_ler_ratio_a0.8,cm_ler_ratio_a0.9,cm_ler_ratio_a1.0
pij,0.05,0.00012102088478605004,32000000,1251,638,575,581,592,619,644,667,698,719,741,1.0,0.5099920063948841,0.4596322941646683,0.4644284572342126,0.47322142286171065,0.49480415667466027,0.5147881694644284,0.5331734612310152,0.5579536370903277,0.574740207833733,0.592326139088729
