dem,s,p_med,n_shots,mwpm_err,cm_err_a0.1,cm_err_a0.2,cm_err_a0.3,cm_err_a0.4,cm_err_a0.5,cm_err_a0.6,cm_err_a0.7,cm_err_a0.8,cm_err_a0.9,cm_err_a1.0,mwpm_ler_ratio,cm_ler_ratio_a0.1,cm_ler_ratio_a0.2,cm_ler_ratio_a0.3,cm_ler_ratio_a0.4,cm_ler_ratio_a0.5,cm_ler_ratio_a0.6,cm_ler_ratio_a0.7,cm_ler_ratio_a0.8,cm_ler_ratio_a0.9,cm_ler_ratio_a1.0
proj,0.15,0.00020690045348356555,8000000,5258,3677,3266,3094,3021,2984,2984,2988,3014,3051,3086,1.0,0.699315329022442,0.6211487257512363,0.5884366679345758,0.5745530620007607,0.5675161658425256,0.5675161658425256,0.5682769113731457,0.5732217573221757,0.5802586534804108,0.5869151768733358
