dem,s,p_med,n_shots,mwpm_err,cm_err_a0.1,cm_err_a0.2,cm_err_a0.3,cm_err_a0.4,cm_err_a0.5,cm_err_a0.6,cm_err_a0.7,cm_err_a0.8,cm_err_a0.9,cm_err_a1.0,mwpm_ler_ratio,cm_ler_ratio_a0.1,cm_ler_ratio_a0.2,cm_ler_ratio_a0.3,cm_ler_ratio_a0.4,cm_ler_ratio_a0.5,cm_ler_ratio_a0.6,cm_ler_ratio_a0.7,cm_ler_ratio_a0.8,cm_ler_ratio_a0.9,cm_ler_ratio_a1.0
analytical,0.07,6.942766166586584e-05,16000000,1152,722,666,641,637,643,660,699,721,738,765,1.0,0.6267361111111112,0.578125,0.5564236111111112,0.5529513888888888,0.5581597222222222,0.5729166666666666,0.6067708333333334,0.6258680555555556,0.640625,0.6640625
