dem,s,p_med,n_shots,mwpm_err,cm_err_a0.1,cm_err_a0.2,cm_err_a0.3,cm_err_a0.4,cm_err_a0.5,cm_err_a0.6,cm_err_a0.7,cm_err_a0.8,cm_err_a0.9,cm_err_a1.0,mwpm_ler_ratio,cm_ler_ratio_a0.1,cm_ler_ratio_a0.2,cm_ler_ratio_a0.3,cm_ler_ratio_a0.4,cm_ler_ratio_a0.5,cm_ler_ratio_a0.6,cm_ler_ratio_a0.7,cm_ler_ratio_a0.8,cm_ler_ratio_a0.9,cm_ler_ratio_a1.0
analytical,0.1,9.918237380837977e-05,8000000,1606,1018,931,894,899,902,918,939,971,998,1031,1.0,0.6338729763387297,0.5797011207970112,0.5566625155666252,0.5597758405977584,0.5616438356164384,0.5716064757160647,0.5846824408468244,0.6046077210460772,0.6214196762141968,0.6419676214196762
