dem,s,p_med,n_shots,mwpm_err,cm_err_a0.1,cm_err_a0.2,cm_err_a0.3,cm_err_a0.4,cm_err_a0.5,cm_err_a0.6,cm_err_a0.7,cm_err_a0.8,cm_err_a0.9,cm_err_a1.0,mwpm_ler_ratio,cm_ler_ratio_a0.1,cm_ler_ratio_a0.2,cm_ler_ratio_a0.3,cm_ler_ratio_a0.4,cm_ler_ratio_a0.5,cm_ler_ratio_a0.6,cm_ler_ratio_a0.7,cm_ler_ratio_a0.8,cm_ler_ratio_a0.9,cm_ler_ratio_a1.0
pij,0.07,0.00016942923870047006,16000000,1645,882,786,765,773,790,823,857,893,930,962,1.0,0.5361702127659574,0.4778115501519757,0.46504559270516715,0.46990881458966566,0.48024316109422494,0.5003039513677812,0.5209726443768997,0.5428571428571428,0.5653495440729484,0.5848024316109423
