distance,rounds,p,decoder,alpha,shots,errors,ler,ler_std,decode_seconds,us_per_shot,is_best,best_at_endpoint
7,7,0.0007,cm,0.1,350000000,616,1.76e-06,7.091235843127567e-08,1011.453,2.8899,0,0
7,7,0.0007,cm,0.2,350000000,529,1.5114285714285714e-06,6.571423605304246e-08,1014.6648,2.899,0,0
7,7,0.0007,cm,0.3,350000000,505,1.4428571428571429e-06,6.42062538347074e-08,1014.9425,2.8998,0,0
7,7,0.0007,cm,0.4,350000000,501,1.4314285714285715e-06,6.395146647354241e-08,1015.5824,2.9017,1,0
7,7,0.0007,cm,0.5,350000000,503,1.437142857142857e-06,6.407898678892359e-08,1019.5381,2.913,0,0
7,7,0.0007,cm,0.6,350000000,503,1.437142857142857e-06,6.407898678892359e-08,1020.5633,2.9159,0,0
7,7,0.0007,cm,0.7,350000000,510,1.4571428571428571e-06,6.452332322230579e-08,1023.2343,2.9235,0,0
7,7,0.0007,cm,0.8,350000000,529,1.5114285714285714e-06,6.571423605304246e-08,1023.9762,2.9256,0,0
7,7,0.0007,cm,0.9,350000000,544,1.5542857142857143e-06,6.663939843841056e-08,1025.1529,2.929,0,0
7,7,0.0007,cm,1.0,350000000,562,1.6057142857142857e-06,6.773291471224983e-08,698.718,1.9963,0,0
7,7,0.0007,mwpm,,350000000,1470,4.2e-06,1.0954428145731751e-07,270.2848,0.7722,0,0
