distance,rounds,p,decoder,alpha,shots,errors,ler,ler_std,decode_seconds,us_per_shot,is_best,best_at_endpoint
7,7,0.0004,cm,0.1,3367000000,567,1.683991683991684e-07,7.072099731108045e-09,5710.4192,1.696,0,0
7,7,0.0004,cm,0.2,3367000000,517,1.5354915354915356e-07,6.753083533154693e-09,5710.9058,1.6961,0,0
7,7,0.0004,cm,0.3,3367000000,500,1.485001485001485e-07,6.641128041198605e-09,5715.953,1.6976,1,0
7,7,0.0004,cm,0.4,3367000000,502,1.490941490941491e-07,6.654397039546848e-09,5719.0319,1.6986,0,0
7,7,0.0004,cm,0.5,3367000000,520,1.5444015444015445e-07,6.7726482747531946e-09,5741.5171,1.7052,0,0
7,7,0.0004,cm,0.6,3367000000,531,1.577071577071577e-07,6.843907165591997e-09,5748.8072,1.7074,0,0
7,7,0.0004,cm,0.7,3367000000,550,1.6335016335016334e-07,6.9652737997227856e-09,5758.6124,1.7103,0,0
7,7,0.0004,cm,0.8,3367000000,569,1.6899316899316898e-07,7.084561588415533e-09,5763.9863,1.7119,0,0
7,7,0.0004,cm,0.9,3367000000,610,1.8117018117018117e-07,7.335365557817089e-09,5770.5533,1.7139,0,0
7,7,0.0004,cm,1.0,3367000000,640,1.9008019008019008e-07,7.513578520047984e-09,3953.9301,1.1743,0,0
7,7,0.0004,mwpm,,3367000000,1564,4.645084645084645e-07,1.1745598658006839e-08,1672.4252,0.4967,0,0
