distance,rounds,p,decoder,alpha,shots,errors,ler,ler_std,decode_seconds,us_per_shot,is_best,best_at_endpoint
3,3,0.0002,cm,0.1,19000000,523,2.7526315789473683e-05,1.2036251840828876e-06,1.1018,0.058,0,0
3,3,0.0002,cm,0.2,19000000,522,2.7473684210526316e-05,1.2024739718641077e-06,1.0984,0.0578,0,0
3,3,0.0002,cm,0.3,19000000,521,2.7421052631578946e-05,1.2013216563315309e-06,1.0977,0.0578,1,0
3,3,0.0002,cm,0.4,19000000,527,2.773684210526316e-05,1.2082190628501018e-06,1.098,0.0578,0,0
3,3,0.0002,cm,0.5,19000000,536,2.8210526315789473e-05,1.2184919601487228e-06,1.0983,0.0578,0,0
3,3,0.0002,cm,0.6,19000000,538,2.831578947368421e-05,1.220763085118025e-06,1.098,0.0578,0,0
3,3,0.0002,cm,0.7,19000000,537,2.8263157894736843e-05,1.2196280513389203e-06,1.0986,0.0578,0,0
3,3,0.0002,cm,0.8,19000000,542,2.8526315789473683e-05,1.2252927048535913e-06,1.0988,0.0578,0,0
3,3,0.0002,cm,0.9,19000000,546,2.8736842105263157e-05,1.2298056393115856e-06,1.0996,0.0579,0,0
3,3,0.0002,cm,1.0,19000000,550,2.894736842105263e-05,1.2343020715093702e-06,0.9435,0.0497,0,0
3,3,0.0002,mwpm,,19000000,617,3.2473684210526316e-05,1.3073200725622689e-06,0.5164,0.0272,0,0
