distance,rounds,p,decoder,alpha,shots,errors,ler,ler_std,decode_seconds,us_per_shot,is_best,best_at_endpoint
7,7,0.002,cm,0.1,5000000,819,0.0001638,5.723166423580569e-06,42.4213,8.4843,0,0
7,7,0.002,cm,0.2,5000000,687,0.0001374,5.2417768216512235e-06,42.947,8.5894,0,0
7,7,0.002,cm,0.3,5000000,613,0.0001226,4.95146380861256e-06,43.0678,8.6136,0,0
7,7,0.002,cm,0.4,5000000,585,0.000117,4.837071655454362e-06,43.1672,8.6334,0,0
7,7,0.002,cm,0.5,5000000,575,0.000115,4.795555755071564e-06,43.4029,8.6806,0,0
7,7,0.002,cm,0.6,5000000,571,0.0001142,4.778848362524177e-06,43.4205,8.6841,0,0
7,7,0.002,cm,0.7,5000000,567,0.0001134,4.762082326881802e-06,43.5328,8.7066,0,0
7,7,0.002,cm,0.8,5000000,560,0.000112,4.732598778683864e-06,43.7072,8.7414,1,0
7,7,0.002,cm,0.9,5000000,564,0.0001128,4.749468942102895e-06,43.7351,8.747,0,0
7,7,0.002,cm,1.0,5000000,573,0.0001146,4.787209350759584e-06,30.6902,6.138,0,0
7,7,0.002,mwpm,,5000000,1432,0.0002864,7.5672713052988925e-06,11.2305,2.2461,0,0
