distance,rounds,p,decoder,alpha,shots,errors,ler,ler_std,decode_seconds,us_per_shot,is_best,best_at_endpoint
7,7,0.0002,cm,0.1,4888000000,45,9.206219312602292e-09,1.3723821402661152e-09,4614.9374,0.9441,0,0
7,7,0.0002,cm,0.2,4888000000,42,8.592471358428806e-09,1.3258471093627395e-09,4617.8728,0.9447,1,0
7,7,0.0002,cm,0.3,4888000000,43,8.797054009819967e-09,1.3415381537354603e-09,4618.6495,0.9449,0,0
7,7,0.0002,cm,0.4,4888000000,47,9.615384615384615e-09,1.4025479884290438e-09,4622.7315,0.9457,0,0
7,7,0.0002,cm,0.5,4888000000,49,1.002454991816694e-08,1.4320785525601627e-09,4639.4729,0.9492,0,0
7,7,0.0002,cm,0.6,4888000000,57,1.1661211129296236e-08,1.5445651373262363e-09,4642.0668,0.9497,0,0
7,7,0.0002,cm,0.7,4888000000,60,1.2274959083469721e-08,1.5846903937958515e-09,4650.3123,0.9514,0,0
7,7,0.0002,cm,0.8,4888000000,68,1.3911620294599017e-08,1.687031749974681e-09,4653.5098,0.952,0,0
7,7,0.0002,cm,0.9,4888000000,71,1.4525368248772504e-08,1.723844049095723e-09,4654.2269,0.9522,0,0
7,7,0.0002,cm,1.0,4888000000,75,1.5343698854337152e-08,1.7717377191907164e-09,3305.8356,0.6763,0,0
7,7,0.0002,mwpm,,4888000000,131,2.6800327332242225e-08,2.3415554396251456e-09,1669.4418,0.3415,0,0
