distance,rounds,p,decoder,alpha,shots,errors,ler,ler_std,decode_seconds,us_per_shot,is_best,best_at_endpoint
5,5,0.01,cm,0.1,1000000,79667,0.079667,0.00027077697300730724,13.9395,13.9395,0,1
5,5,0.01,cm,0.2,1000000,76099,0.076099,0.00026515644853369115,14.5545,14.5545,0,1
5,5,0.01,cm,0.3,1000000,73593,0.073593,0.0002611073923714149,14.9055,14.9055,0,1
5,5,0.01,cm,0.4,1000000,72051,0.072051,0.00025857233687887033,15.1431,15.1431,0,1
5,5,0.01,cm,0.5,1000000,71102,0.071102,0.00025699514702811027,15.3246,15.3246,0,1
5,5,0.01,cm,0.6,1000000,70499,0.070499,0.0002559861148558648,15.4716,15.4716,0,1
5,5,0.01,cm,0.7,1000000,70037,0.070037,0.0002552093623498166,15.5941,15.5941,0,1
5,5,0.01,cm,0.8,1000000,69677,0.069677,0.0002546018768018021,15.6767,15.6767,0,1
5,5,0.01,cm,0.9,1000000,69586,0.069586,0.00025444800766364825,15.7447,15.7447,1,1
5,5,0.01,cm,1.0,1000000,69599,0.069599,0.00025446999665775926,12.6717,12.6717,0,1
5,5,0.01,mwpm,,1000000,81872,0.081872,0.000274169611036672,4.9747,4.9747,0,1
