distance,rounds,p,decoder,alpha,shots,errors,ler,ler_std,decode_seconds,us_per_shot,is_best,best_at_endpoint
7,7,0.001,cm,0.1,82000000,699,8.52439024390244e-06,3.2242067617143673e-07,338.7611,4.1312,0,0
7,7,0.001,cm,0.2,82000000,570,6.951219512195122e-06,2.911535340663028e-07,340.5034,4.1525,0,0
7,7,0.001,cm,0.3,82000000,518,6.317073170731708e-06,2.7755538373533057e-07,340.933,4.1577,0,0
7,7,0.001,cm,0.4,82000000,507,6.182926829268293e-06,2.745925718153129e-07,341.4208,4.1637,0,0
7,7,0.001,cm,0.5,82000000,502,6.121951219512195e-06,2.732352185372358e-07,342.7626,4.18,1,0
7,7,0.001,cm,0.6,82000000,504,6.146341463414634e-06,2.73778967414949e-07,343.1103,4.1843,0,0
7,7,0.001,cm,0.7,82000000,514,6.2682926829268295e-06,2.764816712364111e-07,343.7328,4.1919,0,0
7,7,0.001,cm,0.8,82000000,525,6.402439024390244e-06,2.794244527500993e-07,344.4168,4.2002,0,0
7,7,0.001,cm,0.9,82000000,536,6.536585365853659e-06,2.8233656267086227e-07,344.5918,4.2023,0,0
7,7,0.001,cm,1.0,82000000,543,6.621951219512195e-06,2.841741858754566e-07,234.1809,2.8559,0,0
7,7,0.001,mwpm,,82000000,1471,1.7939024390243903e-05,4.677228513017635e-07,87.4011,1.0659,0,0
