distance,rounds,p,decoder,alpha,shots,errors,ler,ler_std,decode_seconds,us_per_shot,is_best,best_at_endpoint
3,3,0.01,cm,0.1,1000000,58000,0.058,0.00023374344910606585,1.4446,1.4446,0,1
3,3,0.01,cm,0.2,1000000,57125,0.057125,0.00023208130983558327,1.4783,1.4783,0,1
3,3,0.01,cm,0.3,1000000,56593,0.056593,0.00023106326482372745,1.5061,1.5061,0,1
3,3,0.01,cm,0.4,1000000,55934,0.055934,0.00022979422891796042,1.5251,1.5251,0,1
3,3,0.01,cm,0.5,1000000,55671,0.055671,0.0002292852802929137,1.5475,1.5475,0,1
3,3,0.01,cm,0.6,1000000,55398,0.055398,0.00022875546243969784,1.5662,1.5662,0,1
3,3,0.01,cm,0.7,1000000,55370,0.05537,0.00022870103432210358,1.578,1.578,0,1
3,3,0.01,cm,0.8,1000000,55293,0.055293,0.00022855127247731527,1.5847,1.5847,0,1
3,3,0.01,cm,0.9,1000000,55211,0.055211,0.0002283916493197595,1.5944,1.5944,1,1
3,3,0.01,cm,1.0,1000000,55248,0.055248,0.00022846369185496415,1.2723,1.2723,0,1
3,3,0.01,mwpm,,1000000,58140,0.05814,0.00023400799217120768,0.4483,0.4483,0,1
