distance,rounds,p,decoder,alpha,shots,errors,ler,ler_std,decode_seconds,us_per_shot,is_best,best_at_endpoint
5,5,0.004,cm,0.1,1000000,6418,0.006418,7.98549264353803e-05,5.1393,5.1393,0,1
5,5,0.004,cm,0.2,1000000,5855,0.005855,7.629363653018514e-05,5.2791,5.2791,0,1
5,5,0.004,cm,0.3,1000000,5547,0.005547,7.427133222852543e-05,5.3627,5.3627,0,1
5,5,0.004,cm,0.4,1000000,5372,0.005372,7.309679620886267e-05,5.418,5.418,0,1
5,5,0.004,cm,0.5,1000000,5243,0.005243,7.221849452183284e-05,5.4641,5.4641,0,1
5,5,0.004,cm,0.6,1000000,5169,0.005169,7.170970254435588e-05,5.4891,5.4891,0,1
5,5,0.004,cm,0.7,1000000,5123,0.005123,7.139156022248008e-05,5.5149,5.5149,0,1
5,5,0.004,cm,0.8,1000000,5097,0.005097,7.121109879084861e-05,5.5415,5.5415,0,1
5,5,0.004,cm,0.9,1000000,5078,0.005078,7.107892736950944e-05,5.5079,5.5079,1,1
5,5,0.004,cm,1.0,1000000,5113,0.005113,7.132220713774918e-05,4.1591,4.1591,0,1
5,5,0.004,mwpm,,1000000,7450,0.00745,8.599126409118545e-05,1.5676,1.5676,0,1
