distance,rounds,p,decoder,alpha,shots,errors,ler,ler_std,decode_seconds,us_per_shot,is_best,best_at_endpoint
5,5,0.001,cm,0.1,8000000,697,8.7125e-05,3.299950932104427e-06,9.8919,1.2365,0,0
5,5,0.001,cm,0.2,8000000,605,7.5625e-05,3.0744772087985745e-06,9.9652,1.2457,0,0
5,5,0.001,cm,0.3,8000000,573,7.1625e-05,2.9920701416280124e-06,9.9878,1.2485,0,0
5,5,0.001,cm,0.4,8000000,570,7.125e-05,2.9842277777823027e-06,10.0039,1.2505,0,0
5,5,0.001,cm,0.5,8000000,563,7.0375e-05,2.9658482631317936e-06,10.0423,1.2553,1,0
5,5,0.001,cm,0.6,8000000,566,7.075e-05,2.9737391117392087e-06,10.0552,1.2569,0,0
5,5,0.001,cm,0.7,8000000,571,7.1375e-05,2.9868441876287884e-06,10.0771,1.2596,0,0
5,5,0.001,cm,0.8,8000000,581,7.2625e-05,3.0128832870145957e-06,10.0937,1.2617,0,0
5,5,0.001,cm,0.9,8000000,587,7.3375e-05,3.0283992493843795e-06,10.099,1.2624,0,0
5,5,0.001,cm,1.0,8000000,598,7.475e-05,3.0566405668130988e-06,7.1802,0.8975,0,0
5,5,0.001,mwpm,,8000000,1056,0.000132,4.061751100202966e-06,2.7283,0.341,0,0
