p,static_mean,static_std,corr_mean,corr_std,neural_mean,neural_std
0.0004,7.59765625e-06,3.8521499997210125e-07,8.84765625e-06,4.156973144087159e-07,5.859375e-06,3.3829018226442263e-07
0.006,0.022855,0.0003341605076531337,0.018355,0.0003001507452514486,0.01991,0.0003123587032563684
0.008,0.048975,0.0004825787468123726,0.041625,0.00044661146075196053,0.04577,0.00046730668249020364
