p,static_mean,static_std,corr_mean,corr_std,neural_mean,neural_std
0.0001,1.7e-07,2.915475699607184e-08,4.25e-07,4.609771249069741e-08,1.5e-07,2.738612582129864e-08
0.0003,3.5040650406504064e-06,1.6878457820206912e-07,4.138211382113821e-06,1.8342261515574405e-07,2.4390243902439023e-06,1.408169670984152e-07
