p,static_mean,static_std,corr_mean,corr_std,neural_mean,neural_std
0.001,0.000795,3.638607735109681e-05,0.0006916666666666667,3.3940837346989764e-05,0.00074,3.5105849465105763e-05
0.0008,0.000475,2.4361198015491766e-05,0.00042625,2.3077811609246555e-05,0.0004275,2.311161081983469e-05
0.0006,0.00027333333333333333,1.5090245807094015e-05,0.00026333333333333336,1.4811706768884113e-05,0.00026,1.4717687771295235e-05
0.0004,0.00012571428571428572,6.700172749176298e-06,0.00011071428571428571,6.287800775572844e-06,0.00011071428571428571,6.287800775572844e-06
0.0002,2.875e-05,1.5478257179427534e-06,2.525e-05,1.4505562851741856e-06,2.6166666666666668e-05,1.4766511089912827e-06
0.0001,7.748815165876777e-06,4.285087975931172e-07,7.511848341232227e-06,4.219058517135215e-07,7.109004739336493e-06,4.104371210851269e-07
