timestamp,distance,calibration,n_test,err_mwpm,ler_mwpm,se_mwpm,err_corr,ler_corr,se_corr,corr_method,err_neural,ler_neural,se_neural,elapsed_seconds
2026-06-02T16:14:20,5,dgr,25000,3539,0.14156,0.002204729157062155,3330,0.1332,0.0021490254535486545,manual_calibrated,3465,0.1386,0.0021853149887373215,150.8496208190918
2026-06-02T16:14:20,5,none,25000,3630,0.1452,0.002228155829379983,3109,0.12436,0.002087051416712104,analytical_dem,3465,0.1386,0.0021853149887373215,48.091437339782715
2026-06-02T16:14:20,5,spitz,25000,3618,0.14472,0.002225094349460265,3214,0.12856,0.0021169064825825442,manual_calibrated,3465,0.1386,0.0021853149887373215,35.286632776260376
