Job started at: Mon Apr 27 11:16:09 CEST 2026
Starting Run 51: No burn-in | Gamma=0.99 | Layers=1 | Mismatch=30.0 | action_scale=5 | Using P.C.
SLURM Mode Received: 0
Execution Pipeline: ['train']
Loaded Configuration: {'mode': 0, 'model_path': 'models/sac_gnn_51.pth', 'training_metrics_filename': 'training_metrics_51.png', 'distance': 5, 'n_rounds': 5, 'p': 0.004, 'p_gate_zz': 0.0, 'mismatch': 30.0, 'n_shots': 50000, 'n_test_shots': 10000, 'burn_in_steps': 0, 'bypass_threshold': 2, 'action_scale': 5.0, 'update_period': 100, 'prior_shots': 1000, 'local_action_only': True, 'local_action_hops': 1, 'n_layers': 1, 'use_pearson_correlation': True, 'use_log_joint_prob': False, 'hidden_dim': 256, 'lr': 0.0001, 'gamma': 0.99, 'tau': 0.005, 'alpha': 0.01, 'batch_size': 64, 'buffer_capacity': 100000, 'update_frequency': 100, 'train_episodes': 350, 'test_episodes': 20}

Initializing environment...

############################################################
### RUNNING MODE: TRAIN
############################################################

========================================
STARTING TRAINING (Episodes: 350)
========================================
Train Ep: 001/350 | Reward: -1017.0 | MSE: 0.1397 | C_Loss: 0.091 | A_Loss: 0.020 | Alpha: 0.0095
Train Ep: 002/350 | Reward: -399.0 | MSE: 0.3457 | C_Loss: 0.074 | A_Loss: 0.048 | Alpha: 0.0091
Train Ep: 003/350 | Reward:  -49.0 | MSE: 0.3390 | C_Loss: 0.052 | A_Loss: 0.062 | Alpha: 0.0087
Train Ep: 004/350 | Reward:  -38.0 | MSE: 0.2923 | C_Loss: 0.023 | A_Loss: 0.056 | Alpha: 0.0083
Train Ep: 005/350 | Reward:  -31.0 | MSE: 0.3493 | C_Loss: 0.010 | A_Loss: 0.047 | Alpha: 0.0079
Train Ep: 006/350 | Reward:  -75.0 | MSE: 0.4330 | C_Loss: 0.014 | A_Loss: 0.038 | Alpha: 0.0076
Train Ep: 007/350 | Reward:  -87.0 | MSE: 0.4056 | C_Loss: 0.017 | A_Loss: 0.031 | Alpha: 0.0072
Train Ep: 008/350 | Reward: -161.0 | MSE: 0.2566 | C_Loss: 0.021 | A_Loss: 0.027 | Alpha: 0.0069
Train Ep: 009/350 | Reward: -268.0 | MSE: 0.5037 | C_Loss: 0.025 | A_Loss: 0.026 | Alpha: 0.0066
Train Ep: 010/350 | Reward:  -65.0 | MSE: 0.2669 | C_Loss: 0.027 | A_Loss: 0.028 | Alpha: 0.0063
Train Ep: 011/350 | Reward: -210.0 | MSE: 0.4081 | C_Loss: 0.026 | A_Loss: 0.024 | Alpha: 0.0060
Train Ep: 012/350 | Reward: -121.0 | MSE: 0.4690 | C_Loss: 0.028 | A_Loss: 0.023 | Alpha: 0.0057
Train Ep: 013/350 | Reward: -165.0 | MSE: 0.4547 | C_Loss: 0.026 | A_Loss: 0.023 | Alpha: 0.0055
Train Ep: 014/350 | Reward: -152.0 | MSE: 0.2905 | C_Loss: 0.028 | A_Loss: 0.021 | Alpha: 0.0052
Train Ep: 015/350 | Reward: -222.0 | MSE: 0.2789 | C_Loss: 0.026 | A_Loss: 0.022 | Alpha: 0.0050
Train Ep: 016/350 | Reward: -180.0 | MSE: 0.3211 | C_Loss: 0.031 | A_Loss: 0.023 | Alpha: 0.0048
Train Ep: 017/350 | Reward: -207.0 | MSE: 0.4720 | C_Loss: 0.033 | A_Loss: 0.026 | Alpha: 0.0046
Train Ep: 018/350 | Reward: -106.0 | MSE: 0.3581 | C_Loss: 0.031 | A_Loss: 0.027 | Alpha: 0.0044
Train Ep: 019/350 | Reward:  -79.0 | MSE: 0.2490 | C_Loss: 0.022 | A_Loss: 0.028 | Alpha: 0.0042
Train Ep: 020/350 | Reward:  -61.0 | MSE: 0.3011 | C_Loss: 0.014 | A_Loss: 0.027 | Alpha: 0.0040
Train Ep: 021/350 | Reward:  -72.0 | MSE: 0.3686 | C_Loss: 0.017 | A_Loss: 0.025 | Alpha: 0.0038
Train Ep: 022/350 | Reward: -144.0 | MSE: 0.3512 | C_Loss: 0.020 | A_Loss: 0.024 | Alpha: 0.0036
Train Ep: 023/350 | Reward: -209.0 | MSE: 0.5746 | C_Loss: 0.030 | A_Loss: 0.026 | Alpha: 0.0035
Train Ep: 024/350 | Reward: -153.0 | MSE: 0.3814 | C_Loss: 0.034 | A_Loss: 0.028 | Alpha: 0.0033
Train Ep: 025/350 | Reward: -162.0 | MSE: 0.3030 | C_Loss: 0.026 | A_Loss: 0.028 | Alpha: 0.0032
Train Ep: 026/350 | Reward: -105.0 | MSE: 0.4226 | C_Loss: 0.024 | A_Loss: 0.031 | Alpha: 0.0030
Train Ep: 027/350 | Reward: -101.0 | MSE: 0.3490 | C_Loss: 0.023 | A_Loss: 0.032 | Alpha: 0.0029
Train Ep: 028/350 | Reward:  -29.0 | MSE: 0.4761 | C_Loss: 0.020 | A_Loss: 0.031 | Alpha: 0.0028
Train Ep: 029/350 | Reward: -135.0 | MSE: 0.3683 | C_Loss: 0.022 | A_Loss: 0.030 | Alpha: 0.0027
Train Ep: 030/350 | Reward:  -91.0 | MSE: 0.3548 | C_Loss: 0.023 | A_Loss: 0.030 | Alpha: 0.0025
Train Ep: 031/350 | Reward: -152.0 | MSE: 0.4423 | C_Loss: 0.030 | A_Loss: 0.030 | Alpha: 0.0024
Train Ep: 032/350 | Reward: -239.0 | MSE: 0.3750 | C_Loss: 0.034 | A_Loss: 0.032 | Alpha: 0.0023
Train Ep: 033/350 | Reward:  -75.0 | MSE: 0.3465 | C_Loss: 0.036 | A_Loss: 0.036 | Alpha: 0.0022
Train Ep: 034/350 | Reward: -125.0 | MSE: 0.3545 | C_Loss: 0.028 | A_Loss: 0.038 | Alpha: 0.0021
Train Ep: 035/350 | Reward:  -86.0 | MSE: 0.3521 | C_Loss: 0.022 | A_Loss: 0.038 | Alpha: 0.0020
Train Ep: 036/350 | Reward:  -10.0 | MSE: 0.3687 | C_Loss: 0.018 | A_Loss: 0.040 | Alpha: 0.0019
Train Ep: 037/350 | Reward:  -14.0 | MSE: 0.2922 | C_Loss: 0.017 | A_Loss: 0.039 | Alpha: 0.0018
Train Ep: 038/350 | Reward:  -30.0 | MSE: 0.3804 | C_Loss: 0.015 | A_Loss: 0.038 | Alpha: 0.0018
Train Ep: 039/350 | Reward:  -36.0 | MSE: 0.3014 | C_Loss: 0.016 | A_Loss: 0.038 | Alpha: 0.0017
Train Ep: 040/350 | Reward:  -80.0 | MSE: 0.3628 | C_Loss: 0.018 | A_Loss: 0.038 | Alpha: 0.0016
Train Ep: 041/350 | Reward:  -99.0 | MSE: 0.4333 | C_Loss: 0.020 | A_Loss: 0.035 | Alpha: 0.0015
Train Ep: 042/350 | Reward:  -55.0 | MSE: 0.3236 | C_Loss: 0.019 | A_Loss: 0.038 | Alpha: 0.0015
Train Ep: 043/350 | Reward:  -65.0 | MSE: 0.3700 | C_Loss: 0.018 | A_Loss: 0.039 | Alpha: 0.0014
Train Ep: 044/350 | Reward:  -17.0 | MSE: 0.2679 | C_Loss: 0.014 | A_Loss: 0.036 | Alpha: 0.0014
Train Ep: 045/350 | Reward:   -4.0 | MSE: 0.3404 | C_Loss: 0.014 | A_Loss: 0.035 | Alpha: 0.0013
Train Ep: 046/350 | Reward:  -82.0 | MSE: 0.3548 | C_Loss: 0.017 | A_Loss: 0.033 | Alpha: 0.0012
Train Ep: 047/350 | Reward:  -40.0 | MSE: 0.3706 | C_Loss: 0.023 | A_Loss: 0.033 | Alpha: 0.0012
Train Ep: 048/350 | Reward:  -84.0 | MSE: 0.3306 | C_Loss: 0.019 | A_Loss: 0.034 | Alpha: 0.0011
Train Ep: 049/350 | Reward:  -52.0 | MSE: 0.3566 | C_Loss: 0.019 | A_Loss: 0.035 | Alpha: 0.0011
Train Ep: 050/350 | Reward:  -34.0 | MSE: 0.3040 | C_Loss: 0.021 | A_Loss: 0.037 | Alpha: 0.0010
Train Ep: 051/350 | Reward:  -33.0 | MSE: 0.2176 | C_Loss: 0.014 | A_Loss: 0.035 | Alpha: 0.0010
